FID,UtcTimestamp,lat,lon,time_utc
0,2026-07-06T07:51:54.0000000+00:00,36.17141667,14.52626667,2026-07-06 07:51:54
1,2026-07-06T08:21:54.0000000+00:00,36.16743333,14.52871667,2026-07-06 08:21:54
2,2026-07-06T08:51:54.0000000+00:00,36.16313333,14.53085,2026-07-06 08:51:54
3,2026-07-06T09:21:54.0000000+00:00,36.15881667,14.53266667,2026-07-06 09:21:54
4,2026-07-06T09:51:54.0000000+00:00,36.15411667,14.53395,2026-07-06 09:51:54
5,2026-07-06T10:21:54.0000000+00:00,36.14945,14.5347,2026-07-06 10:21:54
6,2026-07-06T10:51:54.0000000+00:00,36.14481667,14.53526667,2026-07-06 10:51:54
7,2026-07-06T11:21:54.0000000+00:00,36.14016667,14.53585,2026-07-06 11:21:54
8,2026-07-06T11:51:54.0000000+00:00,36.13561667,14.53598333,2026-07-06 11:51:54
9,2026-07-06T12:21:55.0000000+00:00,36.13095,14.5359,2026-07-06 12:21:55
10,2026-07-06T12:51:54.0000000+00:00,36.12608333,14.53571667,2026-07-06 12:51:54
11,2026-07-06T13:21:54.0000000+00:00,36.12026667,14.53618333,2026-07-06 13:21:54
12,2026-07-06T13:51:54.0000000+00:00,36.1147,14.53713333,2026-07-06 13:51:54
13,2026-07-06T14:21:54.0000000+00:00,36.10891667,14.53868333,2026-07-06 14:21:54
14,2026-07-06T14:51:55.0000000+00:00,36.10316667,14.54038333,2026-07-06 14:51:55
15,2026-07-06T15:21:54.0000000+00:00,36.09768333,14.54193333,2026-07-06 15:21:54
16,2026-07-06T15:51:55.0000000+00:00,36.0928,14.54376667,2026-07-06 15:51:55
17,2026-07-06T16:21:54.0000000+00:00,36.08773333,14.54515,2026-07-06 16:21:54
18,2026-07-06T16:51:55.0000000+00:00,36.08268333,14.54551667,2026-07-06 16:51:55
19,2026-07-06T17:21:54.0000000+00:00,36.07753333,14.54503333,2026-07-06 17:21:54
20,2026-07-06T17:51:54.0000000+00:00,36.07298333,14.54446667,2026-07-06 17:51:54
21,2026-07-06T18:22:01.0000000+00:00,36.06845,14.54343333,2026-07-06 18:22:01
22,2026-07-06T18:51:54.0000000+00:00,36.06411667,14.54186667,2026-07-06 18:51:54
23,2026-07-06T19:21:55.0000000+00:00,36.06045,14.54046667,2026-07-06 19:21:55
24,2026-07-06T19:51:54.0000000+00:00,36.05705,14.53943333,2026-07-06 19:51:54
25,2026-07-06T20:21:54.0000000+00:00,36.0539,14.53871667,2026-07-06 20:21:54
26,2026-07-06T20:51:56.0000000+00:00,36.051,14.5383,2026-07-06 20:51:56
27,2026-07-06T21:21:54.0000000+00:00,36.04856667,14.53861667,2026-07-06 21:21:54
28,2026-07-06T21:51:55.0000000+00:00,36.04635,14.53931667,2026-07-06 21:51:55
29,2026-07-06T22:21:54.0000000+00:00,36.04455,14.5411,2026-07-06 22:21:54
30,2026-07-06T22:52:19.0000000+00:00,36.04321667,14.54351667,2026-07-06 22:52:19
31,2026-07-06T23:21:54.0000000+00:00,36.0426,14.54633333,2026-07-06 23:21:54
32,2026-07-06T23:52:01.0000000+00:00,36.0422,14.54968333,2026-07-06 23:52:01
33,2026-07-07T00:21:54.0000000+00:00,36.04221667,14.5535,2026-07-07 00:21:54
34,2026-07-07T00:52:25.0000000+00:00,36.04236667,14.55828333,2026-07-07 00:52:25
35,2026-07-07T01:21:55.0000000+00:00,36.04195,14.56328333,2026-07-07 01:21:55
36,2026-07-07T01:51:55.0000000+00:00,36.041,14.56903333,2026-07-07 01:51:55
37,2026-07-07T02:21:54.0000000+00:00,36.04016667,14.57506667,2026-07-07 02:21:54
38,2026-07-07T02:51:55.0000000+00:00,36.0392,14.58105,2026-07-07 02:51:55
39,2026-07-07T03:21:54.0000000+00:00,36.03788333,14.58736667,2026-07-07 03:21:54
40,2026-07-07T03:52:00.0000000+00:00,36.03526667,14.59391667,2026-07-07 03:52:00
41,2026-07-07T04:21:54.0000000+00:00,36.0324,14.60066667,2026-07-07 04:21:54
